Date,FTSE_AWD,RAISE,RAISE_Mom,RAISE_LowVol
2016-06-10,233.5889603650014,280.7186552783476,333.44401657356417,313.26443731075153
2016-06-13,230.75810185663093,278.6814260046781,331.66815403774035,311.81726781988084
2016-06-14,228.6552111001752,275.442749402841,328.98436554217005,308.3829231730964
2016-06-15,229.13130021193916,276.2205239665912,329.20081519548154,308.7232975237919
2016-06-16,228.34323669582204,274.8173792889645,329.02956770053663,308.59988741416413
2016-06-17,229.4304517410392,278.0011551784165,330.5631279566651,311.3158477912094
2016-06-20,233.49654289300474,283.36313048615887,334.8625463387079,316.2856045024241
2016-06-21,234.1872208545589,284.07532881835925,335.3648200384253,316.8434377621776
2016-06-22,234.0905148600864,283.570984824698,334.91599217651395,316.44001731321225
2016-06-23,237.38662452076906,287.27181184776214,337.2404279927368,319.9180028356077
2016-06-24,225.6593496942154,275.2716328285612,328.1103898489265,308.24207952280244
2016-06-27,220.57699514703782,271.9212323259162,328.44491519588297,306.1897531515881
2016-06-28,224.41338591578855,276.84738618441475,332.9238160862962,311.3311283652755
2016-06-29,229.37961041542266,283.9812416566361,339.2202524686874,318.5129061190308
2016-06-30,232.0542470543171,287.7582980589343,343.9858435588532,323.1107834639167
2016-07-01,233.1295508429266,289.07388086284743,345.17271444983174,323.8841293285752
2016-07-04,233.2025823666357,290.4024549431189,346.7307117598618,324.6733940719303
2016-07-05,231.04438653218818,288.16475381163343,346.02434318657845,323.71568589580176
2016-07-06,230.26923407604733,286.79035971031493,345.5487536517577,322.4140720992548
2016-07-07,230.79484786253212,286.2085337409555,343.3042011858008,321.47196392798
2016-07-08,233.24935528386322,288.2874049436412,345.0164322919945,323.9836135494674
2016-07-11,235.32969553382122,290.8873848618012,347.2676263195493,326.1506573507059
2016-07-12,237.33201602717688,293.2211707815047,346.77306797753766,327.405540530226
2016-07-13,237.923483293563,294.1178963478106,348.207928129341,328.6287378363197
2016-07-14,239.18176197125115,294.72926809785423,348.0123708990625,328.76976054209865
2016-07-15,238.85869752914434,294.2675562885579,347.4505591507445,328.4018164028259
2016-07-18,239.33356261864742,294.3931828451943,347.4112944865253,328.3297850184477
2016-07-19,238.62636885130465,293.19863359844413,346.8598209504257,327.90018308907133
2016-07-20,239.78781390824219,293.1371735675101,346.22349294752144,328.3328785814674
